,State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Owner, Representative (Primary), County Code, Facility Latitude, Facility Longitude, Fuel Type (Primary), Commercial Operation Date
2042,NY,Allegany Station No. 133,10619,1,2012,Rochester Gas & Electric Corporation,"Kingston, John B (2365)",NY003,42.5083,-78.0661,Pipeline Natural Gas,02/13/1996
2043,NY,Allegany Station No. 133,10619,1,2013,"Allegany Generating Station, Rochester Gas & Electric Corporation","Kingston, John B (2365)",NY003,42.5083,-78.0661,Pipeline Natural Gas,02/13/1996
2044,NY,Allegany Station No. 133,10619,1,2014,Allegany Generating Station,"Kingston, John B (2365)",NY003,42.5083,-78.0661,Pipeline Natural Gas,02/13/1996
2045,NY,Allegany Station No. 133,10619,1,2015,Allegany Generating Station,"Kingston, John B (2365)",NY003,42.5083,-78.0661,Pipeline Natural Gas,02/13/1996
2046,NY,Arthur Kill,2490,20,2009,"Arthur Kill Power, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY085,40.5915,-74.2027,Pipeline Natural Gas,08/01/1959
2047,NY,Arthur Kill,2490,20,2010,"Arthur Kill Power, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY085,40.5915,-74.2027,Pipeline Natural Gas,08/01/1959
2048,NY,Arthur Kill,2490,20,2011,"Arthur Kill Power, LLC","Robertson, John P (603905) (Ended Sep 27, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 27, 2011)",NY085,40.5915,-74.2027,Pipeline Natural Gas,08/01/1959
2049,NY,Arthur Kill,2490,20,2012,"Arthur Kill Power, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY085,40.5915,-74.2027,Pipeline Natural Gas,08/01/1959
2050,NY,Arthur Kill,2490,20,2013,"Arthur Kill Power, LLC","Cartagena, Orlando L (500603)",NY085,40.5915,-74.2027,Pipeline Natural Gas,08/01/1959
2051,NY,Arthur Kill,2490,20,2014,"Arthur Kill Power, LLC","Cartagena, Orlando L (500603)",NY085,40.5915,-74.2027,Pipeline Natural Gas,08/01/1959
2052,NY,Arthur Kill,2490,20,2015,"Arthur Kill Power, LLC","Cartagena, Orlando L (500603)",NY085,40.5915,-74.2027,Pipeline Natural Gas,08/01/1959
2053,NY,Arthur Kill,2490,30,2009,"Arthur Kill Power, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY085,40.5915,-74.2027,Pipeline Natural Gas,06/01/1969
2054,NY,Arthur Kill,2490,30,2010,"Arthur Kill Power, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY085,40.5915,-74.2027,Pipeline Natural Gas,06/01/1969
2055,NY,Arthur Kill,2490,30,2011,"Arthur Kill Power, LLC","Robertson, John P (603905) (Ended Sep 27, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 27, 2011)",NY085,40.5915,-74.2027,Pipeline Natural Gas,06/01/1969
2056,NY,Arthur Kill,2490,30,2012,"Arthur Kill Power, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY085,40.5915,-74.2027,Pipeline Natural Gas,06/01/1969
2057,NY,Arthur Kill,2490,30,2013,"Arthur Kill Power, LLC","Cartagena, Orlando L (500603)",NY085,40.5915,-74.2027,Pipeline Natural Gas,06/01/1969
2058,NY,Arthur Kill,2490,30,2014,"Arthur Kill Power, LLC","Cartagena, Orlando L (500603)",NY085,40.5915,-74.2027,Pipeline Natural Gas,06/01/1969
2059,NY,Arthur Kill,2490,30,2015,"Arthur Kill Power, LLC","Cartagena, Orlando L (500603)",NY085,40.5915,-74.2027,Pipeline Natural Gas,06/01/1969
2060,NY,Astoria Energy,55375,CT1,2009,"Astoria Energy, LLC","McCall, Charles  (603228) (Started Jul 02, 2009)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2061,NY,Astoria Energy,55375,CT1,2010,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2062,NY,Astoria Energy,55375,CT1,2011,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2063,NY,Astoria Energy,55375,CT1,2012,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2064,NY,Astoria Energy,55375,CT1,2013,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2065,NY,Astoria Energy,55375,CT1,2014,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2066,NY,Astoria Energy,55375,CT1,2015,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2067,NY,Astoria Energy,55375,CT2,2009,"Astoria Energy, LLC","McCall, Charles  (603228) (Started Jul 02, 2009)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2068,NY,Astoria Energy,55375,CT2,2010,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2069,NY,Astoria Energy,55375,CT2,2011,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2070,NY,Astoria Energy,55375,CT2,2012,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2071,NY,Astoria Energy,55375,CT2,2013,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2072,NY,Astoria Energy,55375,CT2,2014,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2073,NY,Astoria Energy,55375,CT2,2015,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,03/29/2006
2074,NY,Astoria Energy,55375,CT3,2011,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/06/2011
2075,NY,Astoria Energy,55375,CT3,2012,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/06/2011
2076,NY,Astoria Energy,55375,CT3,2013,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/06/2011
2077,NY,Astoria Energy,55375,CT3,2014,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/06/2011
2078,NY,Astoria Energy,55375,CT3,2015,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/06/2011
2079,NY,Astoria Energy,55375,CT4,2011,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/11/2011
2080,NY,Astoria Energy,55375,CT4,2012,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/11/2011
2081,NY,Astoria Energy,55375,CT4,2013,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/11/2011
2082,NY,Astoria Energy,55375,CT4,2014,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/11/2011
2083,NY,Astoria Energy,55375,CT4,2015,"Astoria Energy, LLC","McCall, Charles  (603228)",NY081,40.7825,-73.8964,Pipeline Natural Gas,04/11/2011
2084,NY,Astoria Gas Turbine Power,55243,CT2-1A,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2085,NY,Astoria Gas Turbine Power,55243,CT2-1A,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2086,NY,Astoria Gas Turbine Power,55243,CT2-1A,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2087,NY,Astoria Gas Turbine Power,55243,CT2-1A,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2088,NY,Astoria Gas Turbine Power,55243,CT2-1A,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2089,NY,Astoria Gas Turbine Power,55243,CT2-1A,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2090,NY,Astoria Gas Turbine Power,55243,CT2-1A,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2091,NY,Astoria Gas Turbine Power,55243,CT2-1B,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2092,NY,Astoria Gas Turbine Power,55243,CT2-1B,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2093,NY,Astoria Gas Turbine Power,55243,CT2-1B,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2094,NY,Astoria Gas Turbine Power,55243,CT2-1B,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2095,NY,Astoria Gas Turbine Power,55243,CT2-1B,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2096,NY,Astoria Gas Turbine Power,55243,CT2-1B,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2097,NY,Astoria Gas Turbine Power,55243,CT2-1B,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2098,NY,Astoria Gas Turbine Power,55243,CT2-2A,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2099,NY,Astoria Gas Turbine Power,55243,CT2-2A,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2100,NY,Astoria Gas Turbine Power,55243,CT2-2A,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2101,NY,Astoria Gas Turbine Power,55243,CT2-2A,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2102,NY,Astoria Gas Turbine Power,55243,CT2-2A,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2103,NY,Astoria Gas Turbine Power,55243,CT2-2A,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2104,NY,Astoria Gas Turbine Power,55243,CT2-2A,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2105,NY,Astoria Gas Turbine Power,55243,CT2-2B,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2106,NY,Astoria Gas Turbine Power,55243,CT2-2B,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2107,NY,Astoria Gas Turbine Power,55243,CT2-2B,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2108,NY,Astoria Gas Turbine Power,55243,CT2-2B,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2109,NY,Astoria Gas Turbine Power,55243,CT2-2B,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2110,NY,Astoria Gas Turbine Power,55243,CT2-2B,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2111,NY,Astoria Gas Turbine Power,55243,CT2-2B,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2112,NY,Astoria Gas Turbine Power,55243,CT2-3A,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2113,NY,Astoria Gas Turbine Power,55243,CT2-3A,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2114,NY,Astoria Gas Turbine Power,55243,CT2-3A,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2115,NY,Astoria Gas Turbine Power,55243,CT2-3A,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2116,NY,Astoria Gas Turbine Power,55243,CT2-3A,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2117,NY,Astoria Gas Turbine Power,55243,CT2-3A,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2118,NY,Astoria Gas Turbine Power,55243,CT2-3A,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2119,NY,Astoria Gas Turbine Power,55243,CT2-3B,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2120,NY,Astoria Gas Turbine Power,55243,CT2-3B,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2121,NY,Astoria Gas Turbine Power,55243,CT2-3B,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2122,NY,Astoria Gas Turbine Power,55243,CT2-3B,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2123,NY,Astoria Gas Turbine Power,55243,CT2-3B,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2124,NY,Astoria Gas Turbine Power,55243,CT2-3B,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2125,NY,Astoria Gas Turbine Power,55243,CT2-3B,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2126,NY,Astoria Gas Turbine Power,55243,CT2-4A,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2127,NY,Astoria Gas Turbine Power,55243,CT2-4A,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2128,NY,Astoria Gas Turbine Power,55243,CT2-4A,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2129,NY,Astoria Gas Turbine Power,55243,CT2-4A,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2130,NY,Astoria Gas Turbine Power,55243,CT2-4A,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2131,NY,Astoria Gas Turbine Power,55243,CT2-4A,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2132,NY,Astoria Gas Turbine Power,55243,CT2-4A,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2133,NY,Astoria Gas Turbine Power,55243,CT2-4B,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2134,NY,Astoria Gas Turbine Power,55243,CT2-4B,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2135,NY,Astoria Gas Turbine Power,55243,CT2-4B,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2136,NY,Astoria Gas Turbine Power,55243,CT2-4B,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2137,NY,Astoria Gas Turbine Power,55243,CT2-4B,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2138,NY,Astoria Gas Turbine Power,55243,CT2-4B,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2139,NY,Astoria Gas Turbine Power,55243,CT2-4B,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2140,NY,Astoria Gas Turbine Power,55243,CT3-1A,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2141,NY,Astoria Gas Turbine Power,55243,CT3-1A,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2142,NY,Astoria Gas Turbine Power,55243,CT3-1A,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2143,NY,Astoria Gas Turbine Power,55243,CT3-1A,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2144,NY,Astoria Gas Turbine Power,55243,CT3-1A,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2145,NY,Astoria Gas Turbine Power,55243,CT3-1A,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2146,NY,Astoria Gas Turbine Power,55243,CT3-1A,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2147,NY,Astoria Gas Turbine Power,55243,CT3-1B,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2148,NY,Astoria Gas Turbine Power,55243,CT3-1B,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2149,NY,Astoria Gas Turbine Power,55243,CT3-1B,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2150,NY,Astoria Gas Turbine Power,55243,CT3-1B,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2151,NY,Astoria Gas Turbine Power,55243,CT3-1B,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2152,NY,Astoria Gas Turbine Power,55243,CT3-1B,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2153,NY,Astoria Gas Turbine Power,55243,CT3-1B,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2154,NY,Astoria Gas Turbine Power,55243,CT3-2A,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2155,NY,Astoria Gas Turbine Power,55243,CT3-2A,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2156,NY,Astoria Gas Turbine Power,55243,CT3-2A,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2157,NY,Astoria Gas Turbine Power,55243,CT3-2A,2012,"Astoria Energy, LLC","Cartagena, Orlando L (500603) (Ended Aug 22, 2012)<br>Colucci, John Christian  (606772) (Started Aug 22, 2012) (Ended Dec 19, 2012)<br>Cartagena, Orlando L (500603) (Started Dec 19, 2012)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2158,NY,Astoria Gas Turbine Power,55243,CT3-2A,2013,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2159,NY,Astoria Gas Turbine Power,55243,CT3-2A,2014,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2160,NY,Astoria Gas Turbine Power,55243,CT3-2A,2015,"Astoria Energy, LLC","Cartagena, Orlando L (500603)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2161,NY,Astoria Gas Turbine Power,55243,CT3-2B,2009,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Started Apr 02, 2009)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2162,NY,Astoria Gas Turbine Power,55243,CT3-2B,2010,"Astoria Energy, LLC","Lyhus, Christian   (604674) (Ended Mar 16, 2010)<br>Robertson, John P (603905) (Started Mar 16, 2010)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
2163,NY,Astoria Gas Turbine Power,55243,CT3-2B,2011,"Astoria Energy, LLC","Robertson, John P (603905) (Ended Sep 28, 2011)<br>Cartagena, Orlando L (500603) (Started Sep 28, 2011)",NY081,40.7864,-73.9133,Pipeline Natural Gas,06/01/1970
